"name","categoryId","categoryName"
"Etalon F282I","cmmlge0ao00009gu5yorrka3d","Neo Clasica"
"Etalon F282G","cmmlge0ao00009gu5yorrka3d","Neo Clasica"
"Etalon F282F","cmmlge0ao00009gu5yorrka3d","Neo Clasica"
"Etalon F282C","cmmlge0ao00009gu5yorrka3d","Neo Clasica"
"Etalon F282A","cmmlge0ao00009gu5yorrka3d","Neo Clasica"
"Etalon F249G","cmmlge0ao00009gu5yorrka3d","Neo Clasica"
"Etalon F249F","cmmlge0ao00009gu5yorrka3d","Neo Clasica"
"Etalon F249E","cmmlge0ao00009gu5yorrka3d","Neo Clasica"
"Etalon F249C","cmmlge0ao00009gu5yorrka3d","Neo Clasica"
"Etalon F249A","cmmlge0ao00009gu5yorrka3d","Neo Clasica"
"Etalon F248I","cmmlge0ao00009gu5yorrka3d","Neo Clasica"
"Etalon F248G","cmmlge0ao00009gu5yorrka3d","Neo Clasica"
"Etalon F248F","cmmlge0ao00009gu5yorrka3d","Neo Clasica"
"Etalon F248E","cmmlge0ao00009gu5yorrka3d","Neo Clasica"
"Etalon F248C","cmmlge0ao00009gu5yorrka3d","Neo Clasica"
"Etalon F247H","cmmlge0ao00009gu5yorrka3d","Neo Clasica"
"Etalon F247G","cmmlge0ao00009gu5yorrka3d","Neo Clasica"
